fid,Longitude,Latitude,ID_SEC_COR,NAME_SEC,DEPARTEMENT,COMMUNE,ARRONDISSEMENT,AIRE_KM2,PC_AGL2010,PLUV_MIN,PLUV_MAX,ALT_MIN,ALT_MAX,POPES2021,Log_Popes2021,DANSI2021,Log_dansi2021,DEPATMAN,KOMIN,SEKSYON,AWONDISMAN,PC0_12,PC12_30,PC30_60,PC_60plus,PC_POV,Elvaj_Venal,Log_Elvaj_Venal,Venal_tet,log_Venal_tet,Elvaj_Dominant,PC_3kmSant,PC_3kmLekol,Log_PC_3kmLekol,Pente_Moy,Rejyon_Kr,Lapli_mm,Log_Lapli,LANME,FWONTYE,Risk_Ewo,Dans_wout,log_Dans_wout,km.res$cluster,cluster
73,-71.9567015,19.36011769,443-01,1ère Sans Souci,Nord Est,Mombin Crochu,Valières,69.4312,28,4,5,350,1110,15361,4.19,221,2.34,Nòdès,Menben Kwochi,1e San Sousi,Valyè,41,40.2,18.7,0,56,610344,5.79,39.73,1.6,Bovin,96,2,0.3,18.73,Gran Nòdès,2165,3.335457901,0,0,61,0.466,-0.3316,3,3
74,-72.18670555,19.59449604,331-01,1ère Grand Gilles,Nord,Grande Riviere du Nord,Grande Rivière Du Nor,19.5174,86,3,5,40,720,5508,3.74,282,2.45,Nò,Gran Rivyè Nò,1e Gran Jil,Gran Rivyè N?,28.1,27.9,43.9,0,60,96198,4.98,17.47,1.24,Bovin,5,0,-1,27.84,Gran Nòdès,1467,3.166430114,0,0,66,0.696,-0.1574,4,4
75,-71.85726455,19.31755444,443-02,2ème Bois Laurence,Nord Est,Mombin Crochu,Valières,131.1124,12,4,5,520,1160,24251,4.38,185,2.27,Nòdès,Menben Kwochi,2e Bwa Lorans,Valyè,42.2,27,30.8,0,54,558145,5.75,23.02,1.36,Bovin,72,3,0.48,21.01,Gran Nòdès,2157,3.333850145,0,0,67,0.288,-0.5406,3,3
76,-72.14102415,19.57384812,331-02,2ème Solon,Nord,Grande Riviere du Nord,Grande Rivière Du Nor,22.9512,0,3,4,60,570,5807,3.76,253,2.4,Nò,Gran Rivyè Nò,2e Solon,Gran Rivyè N?,16.7,78.2,5.1,0,55,126603,5.1,21.8,1.34,Bovin,65,7,0.85,20.14,Gran Nòdès,1277,3.106190897,0,0,80,0.004,-2.3979,3,3
77,-72.79367814,19.93362927,911-01,1ère Baudin,Nord Ouest,Port de Paix,Port-de-Paix,16.2742,96,2,4,0,470,26660,4.43,1638,3.21,Nòdwès,Pòdpè,1e Boden,Pòdpè,21.1,74.8,4.1,0,45,225720,5.35,8.47,0.93,Bovin,0,0,-1,18.49,Gran Nòdwès,1663,3.220892249,1,0,84,2.058,0.3134,2,2
78,-72.76872968,19.89974494,911-02,2ème La Pointe,Nord Ouest,Port de Paix,Port-de-Paix,20.0961,92,4,5,0,1060,16951,4.23,843,2.93,Nòdwès,Pòdpè,2e Lapwent,Pòdpè,20.3,66.4,13.3,0,71,324035,5.51,19.12,1.28,Bovin,16,0,-1,21.32,Gran Nòdwès,1835,3.263636069,1,0,47,1.041,0.0175,4,4
79,-73.47431587,18.41558303,1022-03,3ème Lièvre,Nippes,Petit Trou de Nippes,Anse à Veau,40.1724,25,3,4,150,550,8669,3.94,216,2.33,Nip,Ti Twou Nip,3e Lyèv,Ansavo,69.8,21.1,9.1,0,57,876866,5.94,101.15,2,Bovin,86,0,-1,14.08,Gran Sid,1639,3.214578954,0,0,77,0.269,-0.5702,3,3
80,-73.47062667,18.48547982,1022-01,1ère Raymond,Nippes,Petit Trou de Nippes,Anse à Veau,56.8154,41,3,4,0,730,10424,4.02,183,2.26,Nip,Ti Twou Nip,1e Remon,Ansavo,34.5,36.4,29.1,0,64,526632,5.72,50.52,1.7,Bovin,79,0,-1,21.41,Gran Sid,1200,3.079181246,1,0,31,0.38,-0.4202,4,4
81,-73.53602642,18.48707304,1022-02,2ème Tiby,Nippes,Petit Trou de Nippes,Anse à Veau,58.7752,14,3,4,0,820,9353,3.97,159,2.2,Nip,Ti Twou Nip,2e Tibi,Ansavo,20.3,44.7,33.1,1.9,63,710432,5.85,75.96,1.88,Bovin,68,0,-1,26.08,Gran Sid,1237,3.0923697,1,0,50,0.246,-0.6091,3,3
82,-71.72484036,19.415417,422-02,2ème Lamine,Nord Est,Capotille,Ouanaminte,27.6718,2,4,5,110,760,6270,3.8,227,2.36,Nòdès,Kapotiy,2e Lamin,Wanament,62.9,11.2,26,0,64,391473,5.59,62.44,1.8,Bovin,13,0,-1,16.41,Gran Nòdès,1744,3.241546481,0,1,36,0.155,-0.8097,1,1
83,-71.70089179,19.46026374,422-01,1ère Capotille,Nord Est,Capotille,Ouanaminte,33.4221,62,3,4,40,270,14923,4.17,447,2.65,Nòdès,Kapotiy,1e Kapotiy,Wanament,99.4,0.6,0,0,52,403871,5.61,27.06,1.43,Bovin,25,0,-1,3.12,Gran Nòdès,1536,3.186391216,0,1,0,0.96,-0.0177,1,1
84,-74.39129554,18.39024185,823-02,2ème Bélair,Grande Anse,Les Irois,Anse D'Ainault,37.9596,48,3,4,0,1060,4643,3.67,122,2.09,Grandans,Lèziwa,2e Bèlè,Ansdeno,3.2,46.4,50.4,0,76,382677,5.58,82.42,1.92,Bovin,22,3,0.48,32.53,Gran Sid,1405,3.147676324,1,0,97,0.09,-1.0458,3,3
85,-73.89171738,18.1048399,721-04,4ème Barbois,Sud,Port-Salut,Port-Salut,44.2998,80,4,5,0,350,28359,4.45,640,2.81,Sid,Pò Sali,4e Babwa,Pò Sali,38.5,60.7,0.8,0,55,483918,5.68,17.06,1.23,Bovin,0,0,-1,15.97,Gran Sid,2033,3.308137379,1,0,46,1.345,0.1287,4,4
86,-73.8955276,18.05324764,721-05,5ème Dumont,Sud,Port-Salut,Port-Salut,14.2924,84,4,4,0,200,6002,3.78,420,2.62,Sid,Pò Sali,5e Dimon,Pò Sali,98.9,1.1,0,0,54,442429,5.65,73.71,1.87,Bovin,12,0,-1,6.29,Gran Sid,1700,3.230448921,1,0,6,0.497,-0.3036,4,4
87,-73.92300834,18.14628587,721-02,2ème Anse à Drick,Sud,Port-Salut,Port-Salut,33.1757,57,4,5,0,330,18367,4.26,554,2.74,Sid,Pò Sali,2e Ansadrik,Pò Sali,29.2,70.8,0,0,58,629813,5.8,34.29,1.54,Bovin,20,0,-1,17.27,Gran Sid,2128,3.327971624,1,0,38,1.003,0.0013,4,4
88,-71.90683796,19.48039161,411-04,4ème Haut Madeleine,Nord Est,Fort Liberté,Fort-Liberté,18.9589,0,4,5,100,720,1992,3.3,105,2.02,Nòdès,Fò Libète,4e Wo Madlèn,Fò Libète,51.6,13.1,35.3,0,76,217310,5.34,109.09,2.04,Bovin,99,0,-1,21.47,Gran Nòdès,2141,3.330616667,0,0,33,0.121,-0.9172,3,3
89,-73.92960796,18.18017901,721-01,1ère Lazare,Sud,Port-Salut,Port-Salut,7.9595,66,4,5,60,350,4355,3.64,547,2.74,Sid,Pò Sali,1e Laza,Pò Sali,9.7,90.2,0,0,59,154822,5.19,35.55,1.55,Bovin,44,0,-1,19.79,Gran Sid,2333,3.367914739,0,0,41,0.805,-0.0942,3,3
90,-71.87095166,19.61661391,411-02,2ème Bayaha,Nord Est,Fort Liberté,Fort-Liberté,62.4591,32,2,3,0,390,6630,3.82,106,2.03,Nòdès,Fò Libète,2e Bayaya,Fò Libète,95,3.7,1.3,0,60,255363,5.41,38.52,1.59,Bovin,81,0,-1,3.85,Gran Nòdès,1018,3.007747778,1,0,13,0.496,-0.3045,4,4
91,-72.58673866,19.60143567,511-05,5ème Labranle,Artibonite,Gonaïves,Gonaïves,66.5141,32,2,4,150,1070,9791,3.99,147,2.17,Latibonit,Gonayiv,5e Labrani,Gonayiv,2.4,74.5,23.1,0,64,444120,5.65,45.36,1.66,Bovin,94,2,0.3,26.24,Gran Nòdwès,1269,3.103461622,0,0,99,0.168,-0.7747,3,3
92,-71.86132695,19.49542297,411-03,3ème L'Oiseau,Nord Est,Fort Liberté,Fort-Liberté,71.3795,41,3,5,50,1140,6471,3.81,91,1.96,Nòdès,Fò Libète,3e Lwazo,Fò Libète,61.6,9.4,29,0,66,70003,4.85,10.82,1.03,Bovin,39,5,0.7,16.94,Gran Nòdès,1638,3.214313897,0,0,33,0.368,-0.4342,3,3
93,-72.95127817,19.86441253,911-05,5ème Bas des Moustiques,Nord Ouest,Port de Paix,Port-de-Paix,124.9328,14,1,3,0,410,26758,4.43,214,2.33,Nòdwès,Pòdpè,5e Ba Moustik,Pòdpè,83.5,16.5,0,0,65,842481,5.93,31.49,1.5,Bovin,16,0,-1,8.94,Gran Nòdwès,406,2.608526034,1,0,53,0.437,-0.3595,4,4
94,-72.54182848,19.43075812,511-03,3ème Rivière de Bayonnais,Artibonite,Gonaïves,Gonaïves,170.4051,58,2,4,30,1470,66380,4.82,390,2.59,Latibonit,Gonayiv,3e Rivyè Bayonè,Gonayiv,29.1,57.5,13.4,0,61,956137,5.98,14.4,1.16,Bovin,64,0,-1,20.1,Gran Nòdwès,1041,3.01745073,0,0,65,0.279,-0.5544,4,4
95,-72.87460728,19.89381046,911-06,6ème La Corne,Nord Ouest,Port de Paix,Port-de-Paix,70.9864,42,1,3,0,240,17049,4.23,240,2.38,Nòdwès,Pòdpè,6e Lakòn,Pòdpè,66.1,33.9,0,0,63,1865170,6.27,109.4,2.04,Bovin,21,0,-1,11.81,Gran Nòdwès,586,2.767897616,1,0,69,0.492,-0.308,4,4
96,-71.8240106,19.62633738,411-01,1ère Dumas,Nord Est,Fort Liberté,Fort-Liberté,84.5358,84,2,3,0,100,30335,4.48,359,2.56,Nòdès,Fò Libète,1e Dima,Fò Libète,100,0,0,0,55,1088040,6.04,35.87,1.55,Bovin,14,0,-1,1.39,Gran Nòdès,941,2.973589623,1,0,0,1.332,0.1245,4,4
97,-72.62449562,19.55320518,511-04,4ème Poteaux,Artibonite,Gonaïves,Gonaïves,51.9442,75,1,3,50,870,31555,4.5,607,2.78,Latibonit,Gonayiv,4e Poto,Gonayiv,67.4,22,10.5,0,56,715415,5.85,22.67,1.36,Bovin,33,0,-1,12.29,Gran Nòdwès,847,2.92788341,0,0,47,1.754,0.244,4,4
98,-72.64216305,19.43952271,511-01,1ère Pont Tamarin,Artibonite,Gonaïves,Gonaïves,92.7901,97,1,2,0,360,172433,5.24,1858,3.27,Latibonit,Gonayiv,1e Pon Tamaren,Gonayiv,88.4,9.9,1.7,0,50,1274354,6.11,7.39,0.87,Bovin,3,1,0,4.54,Gran Nòdwès,381,2.580924976,1,0,13,2.477,0.3939,2,2
99,-72.82405297,19.92170386,911-03,3ème Aubert,Nord Ouest,Port de Paix,Port-de-Paix,21.3949,99,1,4,0,500,98012,4.99,4581,3.66,Nòdwès,Pòdpè,3e Obè,Pòdpè,39.8,59.7,0.5,0,45,139876,5.15,1.43,0.15,Bovin,0,0,-1,14.69,Gran Nòdwès,1275,3.105510185,1,0,81,3.513,0.5457,2,2
100,-72.97950935,19.77375122,911-04,4ème Mahotière,Nord Ouest,Port de Paix,Port-de-Paix,103.0232,30,2,3,80,870,39864,4.6,387,2.59,Nòdwès,Pòdpè,4e Mawotyè,Pòdpè,58.9,41,0.1,0,58,966460,5.99,24.24,1.38,Caprin,57,0,-1,12.95,Gran Nòdwès,954,2.979548375,0,0,64,0.675,-0.1707,4,4
101,-72.70805506,19.52244474,511-02,2ème Bassin,Artibonite,Gonaïves,Gonaïves,186.5381,88,1,3,0,900,69134,4.84,371,2.57,Latibonit,Gonayiv,2e Basen,Gonayiv,48.9,41.5,9.7,0,63,858178,5.93,12.41,1.09,Bovin,37,0,-1,16.27,Gran Nòdwès,895,2.951823035,1,0,67,0.753,-0.1232,4,4
102,-74.1456167,18.36680856,752-02,2ème Edelin,Sud,Les Anglais,Chardonnières,45.1551,0,3,6,70,1990,3274,3.52,73,1.86,Sid,Lèzanglè,2e Edlen,Chadonyè,0.7,12.1,69.5,17.8,79,456505,5.66,139.43,2.14,Bovin,100,2,0.3,48.09,Gran Sid,1765,3.24674471,0,0,100,0.002,-2.699,3,3
103,-74.20688133,18.35438431,752-03,3ème Cosse,Sud,Les Anglais,Chardonnières,51.6607,75,2,5,0,1440,14583,4.16,282,2.45,Sid,Lèzanglè,3e Kòs,Chadonyè,14.1,25.8,60.1,0,64,902778,5.96,61.91,1.79,Bovin,29,0,-1,33.32,Gran Sid,1294,3.111934276,1,0,96,0.335,-0.475,4,4
104,-71.87050131,18.18856672,233-02,2ème Pot de Chambre,Sud-Est,Thiotte,Belle Anse,69.401,24,2,5,0,800,6167,3.79,89,1.95,Sidès,Tyòt,2e Potchanm,Bèl Ans,27.7,69.2,3.1,0,68,682922,5.83,110.74,2.04,Bovin,11,10,1,18.18,Gran Sid,1354,3.131618664,1,0,77,0.37,-0.4318,3,3
105,-74.42444955,18.37599034,823-03,3ème Garcasse,Grande Anse,Les Irois,Anse D'Ainault,21.2991,70,2,3,0,1010,2806,3.45,132,2.12,Grandans,Lèziwa,3e Gakas,Ansdeno,6.1,46.4,47.5,0,62,238518,5.38,85,1.93,Bovin,21,0,-1,31.44,Gran Sid,1167,3.067070856,1,0,98,0.269,-0.5702,3,3
106,-74.16858766,18.31549017,752-01,1ère Vérone,Sud,Les Anglais,Chardonnières,23.2063,50,2,3,0,870,5271,3.72,227,2.36,Sid,Lèzanglè,1e Vewòn,Chadonyè,25.4,26.1,48.5,0,77,388008,5.59,73.61,1.87,Bovin,40,0,-1,28.54,Gran Sid,1114,3.046885191,1,0,88,0.078,-1.1079,3,3
107,-71.82970534,18.25181943,233-01,1ère Thiotte,Sud-Est,Thiotte,Belle Anse,52.029,61,5,5,610,1670,19659,4.29,378,2.58,Sidès,Tyòt,1e Tyòt,Bèl Ans,34,60.9,5.1,0,52,776220,5.89,39.48,1.6,Bovin,9,0,-1,17.99,Gran Sid,2383,3.377124042,0,0,71,1.251,0.0973,4,4
108,-74.26972115,18.627806,812-01,1e Anse du Clerc,Grande Anse,Abricots,Jérémie,18.3118,1,3,5,0,660,4617,3.66,252,2.4,Grandans,Zabriko,1e Ansdiklè,Jeremi,9.4,75.4,15.2,0,62,254391,5.41,55.1,1.74,Bovin,37,0,-1,23.34,Gran Sid,1498,3.175511813,1,0,93,0.488,-0.3116,3,3
109,-74.29618865,18.61444254,812-02,2e Balisiers,Grande Anse,Abricots,Jérémie,28.6623,61,3,5,0,650,8653,3.94,302,2.48,Grandans,Zabriko,2e Balizye,Jeremi,16.7,78.1,5.3,0,59,946138,5.98,109.34,2.04,Bovin,54,0,-1,20,Gran Sid,1591,3.20167018,1,0,91,0.231,-0.6364,3,3
110,-72.27226612,18.24189242,212-05,5ème Savane Dubois,Sud-Est,Marigot,Jacmel,35.6368,73,3,4,0,1000,13755,4.14,386,2.59,Sidès,Marigo,5e Savann Dibwa,Jakmèl,14.6,51,34.3,0,60,279246,5.45,20.3,1.31,Bovin,14,0,-1,27.29,Gran Sid,1556,3.192009593,1,0,59,0.551,-0.2588,4,4
111,-72.29739613,18.31120965,212-03,3ème Macary,Sud-Est,Marigot,Jacmel,53.1214,42,4,5,110,2260,13147,4.12,247,2.39,Sidès,Marigo,3e Makari,Jakmèl,5.2,65.5,26.7,2.6,63,498608,5.7,37.93,1.58,Bovin,37,0,-1,28.31,Gran Sid,2141,3.330616667,0,0,53,0.457,-0.3401,3,3
112,-72.25837236,18.28864812,212-04,4ème Fond Jean Noel,Sud-Est,Marigot,Jacmel,47.9324,38,4,5,170,2210,9003,3.95,188,2.27,Sidès,Marigo,4e Fon Jan Nwèl,Jakmèl,7.7,81.7,10.2,0.4,58,614912,5.79,68.3,1.83,Bovin,74,0,-1,22.72,Gran Sid,1870,3.271841607,0,0,57,0.875,-0.058,3,3
113,-72.34704306,18.26467688,212-01,1ère Corail Soult,Sud-Est,Marigot,Jacmel,25.7977,52,4,5,0,1110,10409,4.02,403,2.61,Sidès,Marigo,1e Koray Sout,Jakmèl,4.1,61.4,34.4,0.1,64,335947,5.53,32.27,1.51,Bovin,47,0,-1,28.73,Gran Sid,1733,3.238798563,1,0,98,0.958,-0.0186,3,3
114,-72.34597816,18.31815165,212-02,2ème Grande Rivière Fesle,Sud-Est,Marigot,Jacmel,27.3356,0,4,5,150,1950,5199,3.72,190,2.28,Sidès,Marigo,2e Gran Rivyè Fèl,Jakmèl,0,27,65,7.9,84,1178129,6.07,226.61,2.36,Bovin,100,0,-1,41.28,Gran Sid,2263,3.354684554,0,0,84,0.004,-2.3979,3,3
115,-72.52720751,19.83291707,351-07,7ème Fond Lagrange,Nord,Borgne,Borgne,39.8103,53,4,5,0,1160,10496,4.02,264,2.42,Nò,Obòy,7e Fon Lagranj,Obòy,7,61,26.6,5.4,67,602124,5.78,57.37,1.76,Bovin,13,2,0.3,29.25,Gran Nòdès,1876,3.273232834,1,0,33,0.36,-0.4437,4,4
116,-72.19158172,19.73187921,311-03,3ème Petite Anse,Nord,Cap Haïtien,Cap Haïtien,14.0445,100,3,4,0,10,118212,5.07,8417,3.93,Nò,Kap Ayisyen,3e Titans,Kap Ayisyen,100,0,0,0,43,93357,4.97,0.79,-0.1,Bovin,0,0,-1,1.02,Gran Nòdès,1405,3.147676324,1,0,0,6.88,0.8376,2,2
117,-72.24318172,18.4249663,115-05,5ème Grand Fond,Ouest,Kenscoff,Port-au-Prince,41.9472,52,4,5,510,1550,18789,4.27,448,2.65,Lwès,Kenskòf,5e Gran Fon,Pòtoprens,1.8,50.9,47.3,0,54,1625220,6.21,86.5,1.94,Bovin,35,0,-1,32.13,Pòtòprens,1766,3.246990699,0,0,98,0.207,-0.684,3,3
118,-72.62328883,19.79468587,351-05,5ème Champagne,Nord,Borgne,Borgne,10.5782,0,5,5,240,960,1807,3.26,171,2.23,Nò,Obòy,5e Chanpay,Obòy,0,67.4,32.5,0,68,124156,5.09,68.71,1.84,Bovin,99,0,-1,28.8,Gran Nòdès,2400,3.380211242,0,0,100,0.009,-2.0458,3,3
119,-72.65777082,19.80525262,351-06,6ème Molas,Nord,Borgne,Borgne,25.7872,0,5,5,170,1080,5590,3.75,217,2.34,Nò,Obòy,6e Mola,Obòy,1.7,60,38.4,0,69,196276,5.29,35.11,1.55,Bovin,61,0,-1,30.01,Gran Nòdès,2400,3.380211242,0,0,97,0.004,-2.3979,3,3
120,-72.22622534,19.76987217,311-01,1ère Bande du Nord,Nord,Cap Haïtien,Cap Haïtien,20.9477,84,4,4,0,670,16818,4.23,803,2.9,Nò,Kap Ayisyen,1e Banndinò,Kap Ayisyen,4.1,48.9,47,0,49,132176,5.12,7.86,0.9,Bovin,13,0,-1,31.54,Gran Nòdès,1700,3.230448921,1,0,56,0.696,-0.1574,4,4
121,-72.23073443,19.73971361,311-02,2ème Haut du Cap,Nord,Cap Haïtien,Cap Haïtien,19.0537,100,4,4,0,790,130685,5.12,6859,3.84,Nò,Kap Ayisyen,2e Wodikap,Kap Ayisyen,49.4,10.1,40.5,0,42,101900,5.01,0.78,-0.11,Bovin,0,0,-1,23.71,Gran Nòdès,1700,3.230448921,1,0,66,6.422,0.8077,2,2
122,-72.2927022,18.42149428,115-03,3ème Sourcailles,Ouest,Kenscoff,Port-au-Prince,45.0725,56,4,5,740,1920,34078,4.53,756,2.88,Lwès,Kenskòf,3e Sousay,Pòtoprens,0,42.4,57.5,0,46,1129720,6.05,33.15,1.52,Bovin,18,0,-1,34.82,Pòtòprens,2285,3.358886204,0,0,98,0.984,-0.007,4,4
123,-72.58474844,19.80105401,351-03,3ème Petit Bourg Du Borgne,Nord,Borgne,Borgne,30.3839,13,5,5,30,770,10033,4,330,2.52,Nò,Obòy,3e Ti Twou Bòy,Obòy,8.7,76.3,15,0,64,414342,5.62,41.3,1.62,Bovin,24,0,-1,23.37,Gran Nòdès,2400,3.380211242,0,0,89,0.023,-1.6383,3,3
124,-72.23763741,18.37329647,115-04,4ème Belle Fontaine,Ouest,Kenscoff,Port-au-Prince,36.1528,0,4,5,520,2240,11114,4.05,307,2.49,Lwès,Kenskòf,4e Bèl Fontèn,Pòtoprens,0,24.2,57.5,18.3,70,385623,5.59,34.7,1.54,Bovin,100,0,-1,45.6,Pòtòprens,1936,3.286905353,0,0,100,0.003,-2.5229,3,3
125,-72.60362627,19.77310557,351-04,4ème Trou d'Enfer,Nord,Borgne,Borgne,10.8753,0,5,5,160,1170,2255,3.35,207,2.32,Nò,Obòy,4e Twou Lanfè,Obòy,0,50.4,49.6,0,68,166655,5.22,73.9,1.87,Bovin,100,0,-1,32.91,Gran Nòdès,2400,3.380211242,0,0,99,0.009,-2.0458,3,3
126,-72.55066366,19.81576786,351-01,1ère Margot,Nord,Borgne,Borgne,33.2928,18,4,5,10,1130,7366,3.87,221,2.34,Nò,Obòy,1e Mago,Obòy,13.4,37,46.6,2.9,55,286383,5.46,38.88,1.59,Bovin,20,0,-1,32.24,Gran Nòdès,2375,3.375663614,0,0,60,0.399,-0.399,3,3
127,-72.32375053,18.36710562,115-01,1ère Nouvelle Tourraine,Ouest,Kenscoff,Port-au-Prince,42.9359,33,4,5,660,2150,18202,4.26,424,2.63,Lwès,Kenskòf,1e Nouvèl Tourèn,Pòtoprens,8.6,35.3,50.6,5.5,75,773977,5.89,42.52,1.63,Bovin,97,0,-1,35.3,Pòtòprens,2390,3.378397901,0,0,100,0.249,-0.6038,3,3
128,-74.33002368,18.59697164,812-03,3e Danglise,Grande Anse,Abricots,Jérémie,27.6091,21,3,5,10,590,7027,3.85,255,2.41,Grandans,Zabriko,3e Danglis,Jeremi,4,87.2,8.9,0,76,350736,5.54,49.91,1.7,Bovin,84,0,-1,22.64,Gran Sid,1583,3.199480915,0,0,93,0.036,-1.4437,3,3
129,-71.90257579,18.26177579,232-01,1ère Colline des Chênes,Sud-Est,Grand Gosier,Belle Anse,79.5716,34,3,5,0,1770,11819,4.07,149,2.17,Sidès,Gran Gozye,1e Kolin Dèchèn,Bèl Ans,11.8,75.1,13.1,0,59,1066583,6.03,90.24,1.96,Bovin,25,0,-1,22.54,Gran Sid,2038,3.30920418,1,0,89,0.423,-0.3737,3,3
130,-72.34870659,18.42618059,115-02,2ème Bongars,Ouest,Kenscoff,Port-au-Prince,37.7554,31,4,5,430,1730,15052,4.18,399,2.6,Lwès,Kenskòf,2e Bonga,Pòtoprens,0,23.5,75,1.4,56,303985,5.48,20.2,1.31,Bovin,81,37,1.57,39.85,Pòtòprens,2397,3.379668034,0,0,100,0.27,-0.5686,3,3
131,-72.54160947,19.7589408,351-02,2ème Boucan Michel,Nord,Borgne,Borgne,31.4055,0,5,5,80,1020,4901,3.69,156,2.19,Nò,Obòy,2e Boukan Michèl,Obòy,0,50.2,49.8,0,68,567905,5.75,115.88,2.06,Bovin,100,0,-1,32.94,Gran Nòdès,2400,3.380211242,0,0,94,0.003,-2.5229,3,3
132,-74.35147266,18.62558086,812-04,4e La Seringue,Grande Anse,Abricots,Jérémie,28.2009,39,3,4,0,250,8133,3.91,288,2.46,Grandans,Zabriko,4e Lasereng,Jeremi,23.1,76.9,0,0,61,342945,5.54,42.17,1.62,Bovin,85,0,-1,17.51,Gran Sid,1235,3.091666958,1,0,88,0.254,-0.5952,3,3
133,-73.70147004,18.51307802,1031-05,5ème Rivière Salée,Nippes,Baradères,Baradères,58.8597,6,3,4,0,530,5848,3.77,99,2,Nip,Baradè,5e Rivyè Sale,Baradè,11.5,58.2,30.3,0,74,641414,5.81,109.68,2.04,Bovin,63,1,0,26.35,Gran Sid,1397,3.145196406,1,0,50,0.002,-2.699,3,3
134,-73.72244387,18.45806942,1031-03,3ème Fond Tortue,Nippes,Baradères,Baradères,32.6665,31,4,5,40,940,9472,3.98,290,2.46,Nip,Baradè,3e Fon Tòti,Baradè,0.1,45.1,54.7,0,56,442684,5.65,46.74,1.67,Bovin,36,0,-1,34.13,Gran Sid,2177,3.337858429,0,0,87,0.236,-0.6271,3,3
135,-73.68812029,18.47754017,1031-04,4e La Plaine,Nippes,Baradères,Baradères,25.7359,71,3,4,10,740,7140,3.85,277,2.44,Nip,Baradè,4e Laplenn,Baradè,15.5,60,24.4,0,54,336958,5.53,47.19,1.67,Bovin,82,0,-1,24.93,Gran Sid,1700,3.230448921,0,0,41,0.268,-0.5719,3,3
136,-73.61366863,18.47768531,1031-01,1ère Gérin,Nippes,Baradères,Baradères,32.9814,21,3,4,0,800,4818,3.68,146,2.16,Nip,Baradè,2e Geren,Baradè,7.9,64.9,25.3,1.8,75,263702,5.42,54.73,1.74,Bovin,94,0,-1,27.01,Gran Sid,1402,3.146748014,1,0,56,0.052,-1.284,3,3
137,-73.71576333,18.429888,1031-02,2ème Tête d'Eau,Nippes,Baradères,Baradères,37.7055,1,4,6,30,1260,6486,3.81,172,2.24,Nip,Baradè,2e Tèt Dlo,Baradè,1.1,24.8,69.8,4.3,75,229751,5.36,35.42,1.55,Bovin,76,0,-1,40.16,Gran Sid,2763,3.441380885,0,0,98,0.111,-0.9547,3,3
138,-74.29519446,18.46312535,814-03,3e L'Assive,Grande Anse,Moron,Jérémie,48.5937,0,4,7,60,910,5266,3.72,108,2.03,Grandans,Mowon,3e Lasiv,Jeremi,3.6,52.4,43.9,0,73,1879599,6.27,356.93,2.55,Bovin,78,8,0.9,31.03,Gran Sid,3013,3.478999132,0,0,92,0.002,-2.699,3,3
139,-72.37535137,18.51311403,113-09,9ème Bizoton,Ouest,Carrefour,Port-au-Prince,5.8217,99,3,4,0,820,48342,4.68,8304,3.92,Lwès,Kafou,9e Bizoton,Pòtoprens,24.4,59.5,16.2,0,39,214343,5.33,4.43,0.65,Caprin,0,0,-1,21.81,Pòtòprens,1653,3.218272854,1,0,63,5.172,0.7137,2,2
140,-74.26067791,18.57084621,814-01,1e Anotte,Grande Anse,Moron,Jérémie,21.9879,70,5,6,40,750,13209,4.12,601,2.78,Grandans,Mowon,1e Anòt,Jeremi,21.3,52.1,26.6,0,57,626768,5.8,47.45,1.68,Bovin,5,0,-1,24.71,Gran Sid,2402,3.380573003,0,0,95,0.724,-0.1403,4,4
141,-74.25313764,18.46474264,814-02,2e Sources Chaudes,Grande Anse,Moron,Jérémie,110.4215,29,4,7,40,1270,11814,4.07,107,2.03,Grandans,Mowon,2e Sous Cho,Jeremi,3.2,45.3,48.1,3.4,76,944515,5.98,79.95,1.9,Bovin,62,14,1.15,34.12,Gran Sid,3027,3.481012421,0,0,85,0.001,-3,3,3
142,-72.41205084,18.45699646,113-07,7ème Laval,Ouest,Carrefour,Port-au-Prince,9.6875,67,4,5,300,1090,5318,3.73,549,2.74,Lwès,Kafou,7e Laval,Pòtoprens,0,3.5,85.2,11.2,68,136799,5.14,25.72,1.41,Bovin,0,0,-1,48.09,Pòtòprens,1862,3.269979677,0,0,100,0.01,-2,3,3
143,-72.37945415,18.40063546,113-08,8ème Berly,Ouest,Carrefour,Port-au-Prince,16.8206,0,5,5,440,1380,4865,3.69,289,2.46,Lwès,Kafou,8e Bèli,Pòtoprens,0,33.6,66.4,0,68,134077,5.13,27.56,1.44,Bovin,61,0,-1,36.93,Pòtòprens,2400,3.380211242,0,0,100,0.006,-2.2218,3,3
144,-72.44819166,18.45652203,113-05,5ème Coupeau,Ouest,Carrefour,Port-au-Prince,12.9039,56,4,5,190,1370,5683,3.75,440,2.64,Lwès,Kafou,5e Koupo,Pòtoprens,0,3.7,84,12.3,67,206541,5.32,36.34,1.56,Bovin,95,0,-1,48.42,Pòtòprens,1744,3.241546481,0,0,100,0.008,-2.0969,3,3
